Venue Name,Status,Address,Latitude,Longitude,Usage Count,Genres,Examples
"모카클래스",OK,"서울",37.5668260046608,126.978652258309,1192,"class","[샾로맨티시스트]타로카드 원데이 기초부터 실전까지(서울일정); [샾로맨티시스트]타로카드 원데이 기초부터 실전까지 (부산출장); 페이퍼플라워  클래스"
"주렁주렁 경주보문점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경북］주렁주렁 실내 동물원 경주점"
"경북투어패스 통합권",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경북투어패스］ 경북투어패스 통합권"
"문경투어패스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경북투어패스］ 문경투어패스"
"안동투어패스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경북투어패스］ 안동투어패스"
"경산 백자산 온천",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경산］ 백자산온천 사우나＆노천탕 이용권"
"경주 강동워터파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 강동워터파크 화이트시즌 이용권"
"국민힐링파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 국민 힐링파크 토끼섬 얼음왕국 눈썰매장"
"또봇정크아트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 또봇정크아트(경주엑스포통합이용권 포함)"
"보문투어 대여",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 보문투어 대여 (전기자전거＆전동킥보드)"
"경주 엑스포 대공원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 엑스포대공원+렛미체인지 교복or의상대여 패키지"
"엑스포대공원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 엑스포대공원+코오롱호텔 타임애프터타임 전시회 패키지"
"여기한복",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 여기한복 한복대여"
"원더스페이스 보문점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 원더스페이스 보문점 이용권"
"입실온천앤골프",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 입실온천앤골프이용권"
"경주 전동놀이터",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 전동놀이터 전동대여"
"황남자전거",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경주］ 황남자전거 전동대여"
"큐토피아 키즈카페",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［구미］ 송정동 큐토피아 키즈카페"
"쥬쥬동산 우리아이 생태학습 체험장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［구미］ 쥬쥬동산 우리아이 생태학습 체험장"
"군위 테마파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［군위］ 삼국유사 테마파크 ＂눈썰매 개장＂"
"스파크필드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ (필드발권)동성로스파크 올데이패스"
"네이처파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 네이처파크 스윗윈터페스티벌 이용권"
"대구 달용이 챌린지파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 달용이 챌린지파크"
"라이크디즈위드 교동점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 라이크디즈위드 교동점_킴밍 × 그노 콜라보전 〈MY LITTLE FURRY FRIENDS〉"
"대구 수목원 생활온천",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 수목원 생활온천 (온천+바데풀/온천+찜질방)"
"대구 아이스파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 아이스파크 아이스링크장"
"대구 스파밸리",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 워터파크 스파밸리 겨울온천수(12/20~)"
"이월드 83타워",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 이월드 83타워 전망대+공룡탐험전 PKG 1월"
"［대구］ 이월드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 이월드 연간회원권 1월"
"팔공산 케이블카",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 팔공산 케이블카 왕복 이용권"
"펀앤챌린지",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 펀앤챌린지 자유이용권"
"히어로플레이파크 대구 침산점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［대구］ 히어로플레이파크 침산점 소인권"
"주식회사 어디든가게",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［영천］ 야외추리게임 별의기억 시간이탈자"
"칠곡 러키더키 패밀리랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［칠곡］ 러키더키 패밀리랜드(아쿠아리움＆수목원)"
"포항 앨리스파파",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［포항］ 앨리스파파 키즈카페"
"포항 장기유배문화체험촌",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［포항］ 야외 방탈출 추리게임 (잔상일지: 시간여행자 포항 장기유배촌의 비밀)"
"대구 스틸 301 플레이파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","대구 스틸 301 플레이파크"
"경주 더케이호텔 스파월드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","더케이호텔 스파월드 이용권"
"경주 뽀로로아쿠아빌리지",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","뽀로로아쿠아빌리지 이용권 1월 (1/1~1/31)"
"상주 감꽃마을 서울캠핑장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","상주 감꽃마을 서울캠핑장"
"치산관광지 캠핑장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","영천 치산관광지 캠핑장"
"영천시 별빛테마마을 (야영장, 글램핑장)",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","영천시 별빛테마마을 (야영장, 글램핑장)"
"보현산댐 짚와이어",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","영천시 보현산댐 짚와이어 ＋ 모노레일"
"영천시 한의마을 한옥체험관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","영천시 한의마을 한옥체험관"
"옐레드 대구신월성점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","옐레드 대구신월성점 애견유치원 애견호텔 이용권"
"잭슨나인스 대구점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","잭슨나인스 대구점 (유효기간 : 26/01/01~03/31)"
"부산 엑스더스카이",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［부산］ 엑스더스카이 전망대 입장권 (12/1~)"
"영화체험박물관＆씨네뮤지엄",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［부산］ 영화체험박물관＆씨네뮤지엄"
"덕스(DUEX) 부산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［부산］ TV애니메이션 체인소 맨 展"
"부산 시티투어버스X뮤지엄원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［부산투어패스］부산시티투어버스X해운대 센텀 뮤지엄원"
"요트홀릭X뮤지엄원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［부산투어패스］해운대 요트투어 요트홀릭X센텀 뮤지엄원"
"부산 영도 피아크 전시장 2F",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［신년맞이 감사 10%할인］［부산］ 짱구야 캠핑가자展 시즌2 - 두번째 이야기"
"자수정동굴",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［울산］ 자수정동굴 입장+보트PKG"
"포디움다이브엠",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［한정 50%할인］ ［부산］ 미피와 마법 우체통 in 부산"
"라이트룸 울산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","라이트룸 울산 〈더 문워커스  The Moonwalkers / 데이비드 호크니 Bigger ＆ Closer〉"
"뮤지엄원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","부산 센텀 뮤지엄원 (다시, 낭만의 시대) 미디어아트 전시"
"브릭캠퍼스 부산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","브릭캠퍼스 부산"
"현대백화점 울산점 13층 팝업행사장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","키자니아GO - 현대백화점 울산점"
"밀양 트윈터널",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남 밀양］ 삼량진 트윈터널 테마파크"
"하동 케이블카",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남 하동］ 하동 케이블카 탑승권"
"거제 씨월드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남］ 거제 씨월드 입장권"
"카나리아147",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남］ 거제 통영 요트투어 카나리아147"
"통영 케이블카",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남］ 통영 케이블카 1회왕복+디피랑/어드벤처타워 패키지"
"통영 스카이라인루지",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경남］ 통영루지(+리프트) 3회권+케이블카 빅2 이용권"
"청도 랜드마크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［경북 청도］ 랜드마크 패키지 이용권"
"롯데프리미엄 아울렛 놀이동산 키즈파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［김해］ 롯데프리미엄 아울렛 놀이동산 키즈파크"
"장유스파랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［김해］ 장유스파랜드 이용권(구.장유온천랜드)"
"히어로하이센터 김해점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［김해］ 히어로하이센터 김해점 오픈 더블 특가"
"노랑 고카트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［남해］ 노랑 고카트"
"부산요트투어 고고요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 고고요트 (광안리/더베이101)"
"부산요트투어 더베이",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 더베이"
"부산요트블랑",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 부산요트블랑 프라이빗 투어"
"부산 씨앤요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 씨앤요트 프라이빗 단독대여"
"［부산 해운대］ 부산 요트투어 아이러브유요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 아이러브유요트 퍼블릭 투어/ 프라이빗투어"
"부산요트투어 준",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트 준"
"해운대요트투어 요트가이",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트가이 (폭죽, 폴라로이드) 광안리"
"부산 요트투어 요트다",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트다"
"［부산/해운대］ 부산요트투어 요트와",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트와 특가"
"요트타자",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트타자 퍼블릭 투어"
"부산요트투어 요트하이",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트하이 (해운대/광안리/더베이101)"
"［부산］ 해운대 요트G 퍼블릭투어",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 요트G 퍼블릭투어"
"부산요트투어 위드요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 위드요트"
"부산 요트투어 이디엠",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 이디엠"
"부산요트 카카오",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산 요트투어 카카오요트 (광안리/ 더베이101)"
"요트탈까",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 24년신형 요트탈까"
"해운대 리버크루즈 탑승권(주/야간)",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 광안리 더베이101 해운대리버크루즈"
"부산요트투어 더요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 더요트"
"부산요트 사랑해프로포즈",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 사랑해요트투어"
"부산요트투어 요트레시피",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 요트레시피"
"요트야",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］ 부산요트투어 요트야 (대/소 공통권 특가 진행중)"
"해운대 브레이크아웃",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산 해운대］브레이크 아웃 이스케이프 방탈출"
"레이저태그스포츠",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산/광안리］ 레이저 서바이벌 레이저태그스포츠"
"남포동 쿵스 게임랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 남포동 쿵스 게임랜드"
"쿵스 롤러스케이트장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 남포동 쿵스 롤러스케이트장"
"롯데월드 어드벤처 부산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 롯데월드 어드벤처 부산 (~26/02/01)"
"부산타워",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 부산타워 이용권"
"부산투어패스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 부산투어패스 부산여행 프리패스권"
"부산 센텀 스파랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 센텀 스파랜드 입장권(1/1~1/31)"
"송도 해상케이블카",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 송도해상케이블카+레이저아레나 PKG"
"캐치웨이브",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 송정서핑강습 해운대 캐치웨이브"
"스카이라인 루지 부산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 스카이라인 하이플라이 짚라인 이용권"
"아쿠아플레이하우스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 아쿠아플레이하우스 명지점 이용권"
"아트인해리단",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 아트인해리단 공방체험 데이트"
"닥터메포츠 사우나＆헬스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 연제구 닥터메포츠 사우나＆헬스 이용권"
"SMB 웰니스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 오션뷰 종합 힐링센터 / 요가, 얼굴관리, 전신관리 / SMB웰니스센터"
"키위키즈랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 키위키즈랜드"
"해운대 스파마린 사우나",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ 해운대 스파마린 사우나"
"MCT슈팅클럽",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［부산］ MCT슈팅클럽 이용권"
"동물의 정원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 동물의 정원!! (동물생태관 및 야외동물원)"
"성남 아이존팝",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 성남 아이존팝＆보물찾기 이용권"
"울산 큰애기 하우스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 야외 방탈출 추리게임 (잔상일지: 울산골목의 신비한 시간 여행)"
"요트탈래_울산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 울산 12경에 속하는 대왕암공원 요트투어(새우깡, 폴라로이드, 1200발 폭죽 무료)"
"자수정 동굴나라",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 자수정 동굴나라 눈썰매장 이용권"
"울산 캐니언파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［울산］ 캐니언파크 입장권"
"진주 레전드히어로즈",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［진주］ 스크린 스포츠 테마파크 레전드히어로즈"
"창원투어패스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［창원］ 창원투어패스"
"더카트인 통영",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［통영］ 더카트인 1회(5바퀴)+케이블카 1회왕복 이용권"
"스카이라인루지 통영",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［통영］ 스카이라인 루지 이용권"
"금오산랜드 눈썰매장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［하동］ 금오산랜드 눈썰매장"
"더브릭 키즈카페 W스퀘어점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","더브릭 키즈카페 부산 용호동 W스퀘어점"
"통영 더카트인",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","더카트인 통영 특별할인권"
"레이저아레나 송도점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","레이저아레나 부산 송도해상케이블카점"
"김해 롯데워터파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","롯데워터파크 로우6시즌 종일권 (1/17~ 2/18)"
"김해 롯데워터파크 매직후크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","롯데워터파크 매직후크 이용권(~03/02)"
"부산 랜드마크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","부산 랜드마크 패키지 이용권"
"부산항 힐링 야영장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","부산항 힐링 야영장"
"통영 오션브리즈",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","오션브리즈 요트투어"
"잭슨나인스 양산점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","잭슨나인스 양산점 (유효기간 : 1/1~1/31)"
"잭슨나인스 창원점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","잭슨나인스 창원점 이용권 (유효기간 : 1/1~1/31)"
"하이리페움",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","하이리페움 온천사우나(스파) 이용권(1인/쿠폰)"
"고인돌박물관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［전북투어패스］ 고창 고인돌박물관 단독상품"
"액션하우스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전북 익산］ 전북투어패스 익산 액션하우스 PKG"
"［군산］ 패러글라이딩2인승체험비행",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전북］ 군산 패러글라이딩 (사진촬영코스/체험/이용권/예약 당일 사용)"
"머루와인동굴",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전북투어패스］ 무주 머루와인동굴 단독상품"
"전주한옥마을 한복길 한복대여",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전주］ 전주한옥마을 한복길 한복대여"
"전주 한옥마을 한복남",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전주］ 전주한옥마을 한복대여 한복남"
"여수 아르떼뮤지엄",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［여수］ 아르떼뮤지엄"
"딜라이트 담양",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［전남］ 딜라이트 담양(담양의 아름다움을 담은 미디어아트)"
"영암곤충박물관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","전남 영암곤충박물관"
"섬진강 별빛 스카이 (더챌린지)",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［광양］ 섬진강 별빛 스카이 짚와이어"
"아쿠아시티",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［광주］ 아쿠아시티 스파 워터파크 이용권"
"광주 쿵스 게임랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［광주］ 쿵스 게임랜드 이용권"
"히어로플레이파크 광주점",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［광주］ 히어로플레이파크 광주점 소인권"
"소아르떼",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［담양］ 대규모 복합예술단지 소아르떼"
"대나무 숯가마 찜질방",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［담양］ 대나무 숯가마 찜질방"
"여수 녹테마레",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［여수］ 녹테마레 이용권"
"［광주］곡성 기차마을 패러글라이딩",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남 곡성］ 기차마을 패러글라이딩"
"목포 요트타볼레옹",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남 목포］ 요트투어 요트타볼레옹(요트투어/세일링/프라이빗투어/목포요트마리나)"
"［완도］ 청해포구 촬영장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남 완도］ 청해포구 촬영장"
"금호화순스파리조트 아쿠아나",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남 화순］ 금호화순스파리조트 아쿠아나 비수기 이용권"
"담양리조트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남］ 담양리조트 온천사우나 이용권"
"테테루테마파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남］ 담양오랑쥬마을 테마파크 눈썰매장"
"라풀 어드벤처 워터파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남］ 라풀:어드벤처 워터파크"
"비봉공룡공원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남］ 보성 비봉공룡공원"
"썬웨이 워터파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［전남］ 썬웨이 워터파크 도곡온천 특가 이용권"
"두륜산 케이블카",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［해남］ 두륜산 케이블카 왕복 할인권"
"함평 나비마을 서울캠핑장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","함평 나비마을 서울캠핑장"
"하리보 해피월드 인 제주",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［2026년］ 하리보 해피월드 인 제주"
"고흐의 정원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 고흐의정원"
"제주 그리스신화박물관＆트릭아이 미술관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 그리스신화박물관＆트릭아이미술관+화조원"
"더 케이쇼",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 더 케이쇼 (The K-show ) ♥족욕 체험 증정♥"
"아이바가든",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 아이바가든"
"제주 워터월드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 워터월드제주 입장권"
"이너리스 제주",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 이너리스"
"건강과성박물관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 제주 건강과성박물관"
"제주홀릭뮤지엄",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］ 제주홀릭뮤지엄"
"빛의 벙커",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］1월 빛의 벙커:칸딘스키, 추상 회화의 오디세이"
"아라리오뮤지엄 동문모텔Ⅰ＆ Ⅱ",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","［제주］아라리오뮤지엄 동문모텔Ⅰ＆ Ⅱ 통합권"
"김택화미술관",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","김택화 : 제주의 풍경展"
"포도뮤지엄",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","우리 이토록 작은 존재들"
"제주난타",INCOMPLETE_DATA (Both),"정보 없음",,,1,"exhibition","제주난타"
"테디베어뮤지엄 제주",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주 서귀포］ 테디베어뮤지엄"
"애월 배낚시 성안호",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주 애월］ 애월 배낚시 성안호"
"무지개요트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ ♥포니밸리 낙타트래킹 증정♥ 제주요트투어"
"마라도 정기여객선",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 가파도＆마라도정기여객선+짜장＆짬뽕"
"파더스가든",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 감성정원 파더스가든"
"고스트타운",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 고스트타운 유령의집"
"그림카페",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 그림카페 1만원 이용권"
"제주금당목장 ATV",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 금당목장ATV"
"김녕왕발통",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 김녕 왕발통"
"김녕미로공원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 김녕미로공원"
"제주 김녕요트투어",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 김녕요트투어"
"낙타트래킹",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 낙타트래킹+먹이주기체험"
"노리매",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 노리매"
"대유ATV수렵사격랜드",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 대유ATV수렵사격랜드"
"제주 댕냥별",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 댕냥별 입장권"
"댕댕투어패스",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 댕댕투어패스 반려견 동반 프리패스"
"더 숲 아로마",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 더 숲 아로마 앤 테라피"
"더 힐링타임",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 더 힐링타임 족욕체험"
"더마파크 공연",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 더마파크 공연"
"더마파크 승마",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 더마파크 승마"
"더마파크 카트",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 더마파크 카트"
"도치돌알파카목장",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 도치돌 알파카 목장"
"돌담프룻",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 돌담프룻 이용권 / 제주도 여행 감귤체험 포장 포토존"
"제주 돌문화공원",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 돌문화공원 입장권"
"드론파크",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 드론파크"
"드르쿰다 in 성산",INCOMPLETE_DATA (Both),"정보 없음",,,1,"leisure","［제주］ 드르쿰다 카페 자유이용권"
